Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-16 00:00:00-04:00,5.290756572420966,5.631750563263404,4.832196188838089,4.8919758796691895,726972000,0.0,0.0
2020-03-17 00:00:00-04:00,5.004313640663392,5.501233162342391,4.757473213532937,5.4118123054504395,833632000,0.0,0.0
2020-03-18 00:00:00-04:00,4.984136810345993,5.2292336038861995,4.500419131132714,5.051887035369873,874268000,0.0,0.0
2020-03-19 00:00:00-04:00,5.030465592002757,5.398360421718481,4.817002462405313,5.304705619812012,765512000,0.0,0.0
2020-03-20 00:00:00-04:00,5.454903162780322,5.73686436466875,5.109426173092745,5.124869346618652,804636000,0.0,0.0
2020-03-23 00:00:00-04:00,5.1238724206528605,5.392134482741824,4.944782258783055,5.297731876373291,643876000,0.0,0.0
2020-03-24 00:00:00-04:00,5.70398505471387,6.293314107330515,5.680322405254976,6.2066330909729,1101644000,0.0,0.0
2020-03-25 00:00:00-04:00,6.321707557152374,6.521471541307993,6.069138160419877,6.1179585456848145,793432000,0.0,0.0
2020-03-26 00:00:00-04:00,6.325195367925752,6.531435756080723,6.227057171149388,6.407392978668213,696108000,0.0,0.0
2020-03-27 00:00:00-04:00,6.227057648597609,6.55385370240851,6.1941787918144025,6.29505729675293,638828000,0.0,0.0
2020-03-30 00:00:00-04:00,6.360566030862803,6.624593635536396,6.316478448251134,6.615377426147461,602252000,0.0,0.0
2020-03-31 00:00:00-04:00,6.655479517008711,6.859727421478084,6.420096797169394,6.565810203552246,949960000,0.0,0.0
2020-04-01 00:00:00-04:00,6.367788726624759,6.514248946259146,6.009857415927741,6.054442882537842,656912000,0.0,0.0
2020-04-02 00:00:00-04:00,6.083586335487414,6.376507282646197,6.035513726718876,6.363306045532227,675764000,0.0,0.0
2020-04-03 00:00:00-04:00,6.325693003710181,6.3672896952032865,5.937872125496398,6.0753655433654785,663212000,0.0,0.0
2020-04-06 00:00:00-04:00,6.357577616461794,6.72223433295234,6.300039372327948,6.685369968414307,727884000,0.0,0.0
2020-04-07 00:00:00-04:00,6.907052465159574,6.930715589086109,6.408887836296941,6.451979160308838,784520000,0.0,0.0
2020-04-08 00:00:00-04:00,6.561077251171953,6.674160741564589,6.4910850854844675,6.649252414703369,542444000,0.0,0.0
2020-04-09 00:00:00-04:00,6.775040333575889,6.797955674888884,6.486602727115854,6.549620628356934,525564000,0.0,0.0
2020-04-13 00:00:00-04:00,6.489839474046614,6.730203934202917,6.401415370592808,6.7214860916137695,398408000,0.0,0.0
2020-04-14 00:00:00-04:00,6.849762686403946,7.1068154962349865,6.8221145381760495,7.072691440582275,530948000,0.0,0.0
2020-04-15 00:00:00-04:00,6.9045617690365395,7.078172272245437,6.85922898423787,6.995227813720703,366148000,0.0,0.0
