Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-05 00:00:00-05:00,186.06922116087372,188.2708178559003,183.19021945243765,184.46534729003906,19333400,0.0,0.0
2020-03-06 00:00:00-05:00,177.65137221908617,183.0806293631662,175.58924224726343,180.40086364746094,24559600,0.0,0.0
2020-03-09 00:00:00-04:00,168.9546212743347,174.33406638536482,164.56139915324968,168.85499572753906,29949000,0.0,0.0
2020-03-10 00:00:00-04:00,174.0053078876241,177.61152745321115,168.85498366139,177.5119171142578,24517800,0.0,0.0
2020-03-11 00:00:00-04:00,173.3478211345171,175.21071541879763,167.0219943894663,169.59217834472656,20373900,0.0,0.0
2020-03-12 00:00:00-04:00,158.93288579801953,165.96603270824437,153.75267672252585,153.88218688964844,43266300,0.0,0.0
2020-03-13 00:00:00-04:00,162.90770534348303,170.14007282800273,157.00027853050437,169.63201904296875,35028600,0.0,0.0
2020-03-16 00:00:00-04:00,151.74036134917478,158.52444381135905,142.55544637020287,145.45436096191406,39120400,0.0,0.0
2020-03-17 00:00:00-04:00,150.16637881588466,153.35419848172117,139.4672433866751,148.8513946533203,34255600,0.0,0.0
2020-03-18 00:00:00-04:00,139.2181874872744,147.61610019463228,136.57827802665977,146.4007568359375,37553100,0.0,0.0
2020-03-19 00:00:00-04:00,146.06206489432975,159.3214141774399,144.24899840939713,152.54730224609375,39862300,0.0,0.0
2020-03-20 00:00:00-04:00,155.42627410330348,158.66390631073253,147.43678975369176,149.1602020263672,32568400,0.0,0.0
2020-03-23 00:00:00-04:00,149.09048383534247,151.73039338044418,141.70867838183074,147.5364227294922,29830800,0.0,0.0
2020-03-24 00:00:00-04:00,154.61936927319388,160.69614716240977,151.98941615901373,160.36740112304688,30440400,0.0,0.0
2020-03-25 00:00:00-04:00,158.31524900720504,162.36976845358615,152.4775478588327,155.61557006835938,35184300,0.0,0.0
2020-03-26 00:00:00-04:00,157.64780247369134,163.37592167889656,156.4224873173023,162.7184295654297,26556800,0.0,0.0
2020-03-27 00:00:00-04:00,157.59799754163353,159.48080490515676,154.1611288876752,156.193359375,24879900,0.0,0.0
2020-03-30 00:00:00-04:00,158.57425476625656,166.11545545256448,157.45852163884277,165.31849670410156,22515200,0.0,0.0
